Point No,Type,Block No,Block Name,Longitude,Latitude,Easting UTM,Northing UTM,UTM Zone,Azimuth (deg),Distance (m),Elevation (m),Verified,Remarks
P265,interpolated,1,Block 1,85.0532632,27.4093413,307536.92,3033280.42,45,324.47,17.11,456.00,No,
P266,vertex,1,Block 1,85.0531624,27.4094665,307527.17,3033294.45,45,271.80,20.00,456.00,No,
P267,interpolated,,,85.0529599,27.4094721,307507.16,3033295.39,45,271.80,20.00,456.00,No,
P268,interpolated,1,Block 1,85.0527574,27.4094778,307487.14,3033296.33,45,271.80,20.00,459.00,No,
P269,interpolated,1,Block 1,85.0525549,27.4094835,307467.13,3033297.28,45,271.80,20.00,459.00,No,
P270,interpolated,,,85.0523524,27.4094891,307447.12,3033298.21,45,271.80,20.00,467.00,No,
P271,interpolated,1,Block 1,85.0521498,27.4094948,307427.09,3033299.16,45,271.80,20.00,467.00,No,
P272,interpolated,,,85.0519473,27.4095004,307407.08,3033300.09,45,271.80,0.46,465.00,No,
P273,vertex,,,85.0519427,27.4095005,307406.62,3033300.11,45,337.76,20.00,465.00,No,
P274,interpolated,1,Block 1,85.0518660,27.4096670,307399.32,3033318.68,45,337.76,20.00,465.00,No,
P275,interpolated,,,85.0517893,27.4098335,307392.03,3033337.24,45,337.76,20.00,472.00,No,
P276,interpolated,,,85.0517126,27.4100000,307384.73,3033355.81,45,337.76,20.00,472.00,No,
P277,interpolated,,,85.0516359,27.4101665,307377.44,3033374.38,45,337.76,9.44,463.00,No,
P278,vertex,,,85.0515997,27.4102451,307374.00,3033383.14,45,50.92,20.00,463.00,No,
P279,interpolated,,,85.0517570,27.4103585,307389.75,3033395.46,45,50.92,20.00,466.00,No,
P280,interpolated,1,Block 1,85.0519142,27.4104718,307405.49,3033407.78,45,50.92,20.00,466.00,No,
P281,interpolated,1,Block 1,85.0520715,27.4105852,307421.24,3033420.10,45,50.92,17.57,464.00,No,
P282,vertex,,,85.0522097,27.4106849,307435.08,3033430.93,45,86.20,20.00,464.00,No,
P283,interpolated,,,85.0524118,27.4106968,307455.08,3033431.94,45,86.20,20.00,464.00,No,
P284,interpolated,1,Block 1,85.0526140,27.4107087,307475.10,3033432.94,45,86.20,20.00,465.00,No,
P285,interpolated,1,Block 1,85.0528161,27.4107206,307495.10,3033433.95,45,86.20,20.00,467.00,No,
P286,interpolated,,,85.0530183,27.4107326,307515.12,3033434.96,45,86.20,20.00,467.00,No,
P287,interpolated,,,85.0532205,27.4107445,307535.14,3033435.97,45,86.20,20.00,471.00,No,
P288,interpolated,1,Block 1,85.0534226,27.4107564,307555.14,3033436.98,45,86.20,20.00,472.00,No,
P289,interpolated,1,Block 1,85.0536248,27.4107683,307575.16,3033437.98,45,86.20,20.00,474.00,No,
P290,interpolated,,,85.0538269,27.4107803,307595.16,3033439.00,45,86.20,9.70,474.00,No,
P291,vertex,,,85.0539250,27.4107861,307604.87,3033439.49,45,50.80,20.00,475.00,No,
P292,interpolated,1,Block 1,85.0540820,27.4108997,307620.59,3033451.83,45,50.80,20.00,475.00,No,
P293,interpolated,,,85.0542390,27.4110134,307636.32,3033464.19,45,50.80,20.00,473.00,No,
P294,interpolated,,,85.0543961,27.4111271,307652.05,3033476.54,45,50.80,20.00,461.00,No,
P295,interpolated,1,Block 1,85.0545531,27.4112407,307667.77,3033488.89,45,50.80,20.00,461.00,No,
P296,interpolated,,,85.0547101,27.4113544,307683.49,3033501.24,45,50.80,20.00,461.00,No,
P297,interpolated,,,85.0548671,27.4114681,307699.21,3033513.60,45,50.80,20.00,458.00,No,
P298,interpolated,,,85.0550241,27.4115817,307714.93,3033525.94,45,50.80,20.00,463.00,No,
P299,interpolated,1,Block 1,85.0551812,27.4116954,307730.67,3033538.30,45,50.80,20.00,464.00,No,
P300,interpolated,,,85.0553382,27.4118091,307746.39,3033550.66,45,50.80,4.52,470.00,No,
P301,vertex,,,85.0553737,27.4118348,307749.94,3033553.45,45,40.87,20.00,470.00,No,
P302,interpolated,1,Block 1,85.0555063,27.4119708,307763.29,3033568.31,45,40.87,20.00,477.00,No,
P303,interpolated,,,85.0556388,27.4121068,307776.63,3033583.18,45,40.87,20.00,477.00,No,
P304,interpolated,1,Block 1,85.0557714,27.4122428,307789.98,3033598.04,45,40.87,20.00,476.00,No,
P305,interpolated,1,Block 1,85.0559040,27.4123788,307803.32,3033612.90,45,40.87,20.00,476.00,No,
P306,interpolated,1,Block 1,85.0560365,27.4125148,307816.66,3033627.77,45,40.87,20.00,471.00,No,
P307,interpolated,,,85.0561691,27.4126509,307830.01,3033642.64,45,40.87,20.00,471.00,No,
P308,interpolated,,,85.0563017,27.4127869,307843.36,3033657.51,45,40.87,20.00,468.00,No,
P309,interpolated,1,Block 1,85.0564343,27.4129229,307856.70,3033672.37,45,40.87,20.00,468.00,No,
P310,interpolated,,,85.0565668,27.4130589,307870.04,3033687.24,45,40.87,4.06,468.00,No,
P311,vertex,,,85.0565937,27.4130865,307872.75,3033690.25,45,352.51,20.00,468.00,No,
P312,interpolated,,,85.0565673,27.4132649,307870.45,3033710.06,45,352.51,20.00,462.00,No,
P313,interpolated,,,85.0565409,27.4134432,307868.14,3033729.86,45,352.51,20.00,462.00,No,
P314,interpolated,,,85.0565145,27.4136215,307865.84,3033749.66,45,352.51,20.00,455.00,No,
P315,interpolated,,,85.0564881,27.4137999,307863.54,3033769.46,45,352.51,20.00,457.00,No,
P316,interpolated,,,85.0564617,27.4139782,307861.24,3033789.26,45,352.51,20.00,457.00,No,
P317,interpolated,,,85.0564353,27.4141565,307858.94,3033809.06,45,352.51,20.00,462.00,No,
P318,interpolated,,,85.0564089,27.4143349,307856.64,3033828.87,45,352.51,4.21,462.00,No,
P319,vertex,1,Block 1,85.0564034,27.4143724,307856.16,3033833.03,45,22.02,20.00,468.00,No,
P320,interpolated,1,Block 1,85.0564794,27.4145392,307863.96,3033851.39,45,22.02,20.00,468.00,No,
P321,interpolated,,,85.0565553,27.4147059,307871.75,3033869.75,45,22.02,20.00,473.00,No,
P322,interpolated,1,Block 1,85.0566313,27.4148726,307879.56,3033888.10,45,22.02,20.00,473.00,No,
P323,interpolated,,,85.0567073,27.4150394,307887.36,3033906.46,45,22.02,20.00,467.00,No,
P324,interpolated,1,Block 1,85.0567833,27.4152061,307895.16,3033924.82,45,22.02,20.00,460.00,No,
P325,interpolated,,,85.0568592,27.4153729,307902.96,3033943.18,45,22.02,20.00,466.00,No,
P326,interpolated,,,85.0569352,27.4155396,307910.76,3033961.54,45,22.02,20.00,460.00,No,
P327,interpolated,,,85.0570112,27.4157064,307918.57,3033979.90,45,22.02,20.00,457.00,No,
P328,interpolated,1,Block 1,85.0570872,27.4158731,307926.37,3033998.26,45,22.02,10.74,459.00,No,
P329,vertex,1,Block 1,85.0571280,27.4159626,307930.56,3034008.11,45,348.02,20.00,458.00,No,
P330,interpolated,,,85.0570859,27.4161386,307926.70,3034027.68,45,348.02,20.00,458.00,No,
P331,interpolated,1,Block 1,85.0570439,27.4163145,307922.85,3034047.23,45,348.02,0.95,456.00,No,
P332,vertex,2,Block 2,85.0570419,27.4163229,307922.67,3034048.16,45,63.45,20.00,456.00,No,
P333,interpolated,2,Block 2,85.0572231,27.4164033,307940.72,3034056.79,45,63.45,1.57,463.00,No,
P334,vertex,2,Block 2,85.0572373,27.4164096,307942.14,3034057.47,45,63.45,20.00,463.00,No,
P335,interpolated,2,Block 2,85.0574186,27.4164900,307960.21,3034066.10,45,63.45,20.00,471.00,No,
P336,interpolated,2,Block 2,85.0575998,27.4165704,307978.26,3034074.73,45,63.45,18.24,477.00,No,
P337,vertex,1,Block 1,85.0577651,27.4166437,307994.73,3034082.59,45,88.16,20.00,482.00,No,
P338,interpolated,2,Block 2,85.0579676,27.4166495,308014.77,3034082.92,45,88.16,20.00,484.00,No,
P339,interpolated,1,Block 1,85.0581702,27.4166552,308034.81,3034083.24,45,88.16,4.88,485.00,No,
P340,vertex,1,Block 1,85.0582196,27.4166566,308039.70,3034083.32,45,66.38,20.00,485.00,No,
P341,interpolated,2,Block 2,85.0584052,27.4167287,308058.17,3034091.02,45,66.38,20.00,485.00,No,
P342,interpolated,2,Block 2,85.0585909,27.4168008,308076.66,3034098.72,45,66.38,10.54,496.00,No,
P343,vertex,1,Block 1,85.0586887,27.4168387,308086.40,3034102.77,45,60.27,20.00,496.00,No,
P344,interpolated,2,Block 2,85.0588647,27.4169280,308103.95,3034112.40,45,60.27,20.00,501.00,No,
P345,interpolated,2,Block 2,85.0590407,27.4170172,308121.51,3034122.01,45,60.27,6.66,500.00,No,
P346,vertex,1,Block 1,85.0590993,27.4170469,308127.36,3034125.21,45,21.38,20.00,506.00,No,
P347,interpolated,2,Block 2,85.0591731,27.4172143,308134.94,3034143.64,45,21.38,15.74,506.00,No,
P348,vertex,1,Block 1,85.0592313,27.4173461,308140.93,3034158.16,45,30.66,20.00,508.00,No,
P349,interpolated,2,Block 2,85.0593346,27.4175009,308151.41,3034175.15,45,30.66,20.00,508.00,No,
P350,interpolated,1,Block 1,85.0594380,27.4176556,308161.90,3034192.13,45,30.66,5.41,508.00,No,
P351,vertex,2,Block 2,85.0594659,27.4176975,308164.73,3034196.73,45,42.41,20.00,508.00,No,
P352,interpolated,2,Block 2,85.0596025,27.4178302,308178.47,3034211.22,45,42.41,20.00,511.00,No,
P353,interpolated,1,Block 1,85.0597392,27.4179630,308192.21,3034225.73,45,42.41,5.07,512.00,No,
P354,vertex,2,Block 2,85.0597738,27.4179967,308195.69,3034229.41,45,76.52,20.00,517.00,No,
P355,interpolated,1,Block 1,85.0599709,27.4180386,308215.25,3034233.75,45,76.52,17.20,517.00,No,
P356,vertex,2,Block 2,85.0601403,27.4180747,308232.07,3034237.49,45,50.45,20.00,520.00,No,
P357,interpolated,1,Block 1,85.0602966,27.4181892,308247.72,3034249.93,45,50.45,20.00,529.00,No,
P358,interpolated,1,Block 1,85.0604528,27.4183037,308263.36,3034262.38,45,50.45,3.17,532.00,No,
P359,vertex,2,Block 2,85.0604776,27.4183219,308265.84,3034264.36,45,42.72,20.00,532.00,No,
P360,interpolated,1,Block 1,85.0606151,27.4184540,308279.67,3034278.78,45,42.72,20.00,558.00,No,
P361,interpolated,1,Block 1,85.0607525,27.4185861,308293.48,3034293.21,45,42.72,11.20,558.00,No,
P362,vertex,1,Block 1,85.0608295,27.4186601,308301.22,3034301.29,45,68.21,20.00,564.00,No,
P363,interpolated,1,Block 1,85.0610177,27.4187269,308319.95,3034308.40,45,68.21,18.96,570.00,No,
P364,vertex,2,Block 2,85.0611960,27.4187902,308337.69,3034315.14,45,338.68,20.00,570.00,No,
P365,interpolated,2,Block 2,85.0611224,27.4189578,308330.70,3034333.82,45,338.68,20.00,576.00,No,
P366,interpolated,2,Block 2,85.0610487,27.4191253,308323.70,3034352.49,45,338.68,20.00,576.00,No,
P367,interpolated,2,Block 2,85.0609750,27.4192929,308316.70,3034371.18,45,338.68,20.00,582.00,No,
P368,interpolated,2,Block 2,85.0609014,27.4194604,308309.72,3034389.85,45,338.68,20.00,587.00,No,
P369,interpolated,2,Block 2,85.0608277,27.4196280,308302.72,3034408.54,45,338.68,20.00,583.00,No,
P370,interpolated,2,Block 2,85.0607540,27.4197955,308295.72,3034427.21,45,338.68,20.00,590.00,No,
P371,interpolated,2,Block 2,85.0606803,27.4199631,308288.72,3034445.89,45,338.68,20.00,590.00,No,
P372,interpolated,2,Block 2,85.0606067,27.4201306,308281.74,3034464.57,45,338.68,20.00,590.00,No,
P373,interpolated,2,Block 2,85.0605330,27.4202982,308274.74,3034483.25,45,338.68,20.00,596.00,No,
P374,interpolated,2,Block 2,85.0604593,27.4204658,308267.74,3034501.93,45,338.68,20.00,596.00,No,
P375,interpolated,2,Block 2,85.0603857,27.4206333,308260.75,3034520.61,45,338.68,20.00,609.00,No,
P376,interpolated,2,Block 2,85.0603120,27.4208009,308253.76,3034539.29,45,338.68,20.00,609.00,No,
P377,interpolated,2,Block 2,85.0602383,27.4209684,308246.76,3034557.96,45,338.68,20.00,624.00,No,
P378,interpolated,2,Block 2,85.0601646,27.4211360,308239.76,3034576.65,45,338.68,20.00,634.00,No,
P379,interpolated,2,Block 2,85.0600910,27.4213035,308232.77,3034595.32,45,338.68,20.00,634.00,No,
P380,interpolated,2,Block 2,85.0600173,27.4214711,308225.77,3034614.01,45,338.68,20.00,638.00,No,
P381,interpolated,2,Block 2,85.0599436,27.4216386,308218.78,3034632.68,45,338.68,20.00,641.00,No,
P382,interpolated,2,Block 2,85.0598699,27.4218062,308211.78,3034651.36,45,338.68,20.00,641.00,No,
P383,interpolated,2,Block 2,85.0597963,27.4219738,308204.79,3034670.05,45,338.68,20.00,640.00,No,
P384,interpolated,2,Block 2,85.0597226,27.4221413,308197.79,3034688.72,45,338.68,20.00,637.00,No,
P385,interpolated,2,Block 2,85.0596489,27.4223089,308190.80,3034707.40,45,338.68,20.00,633.00,No,
P386,interpolated,2,Block 2,85.0595752,27.4224764,308183.80,3034726.08,45,338.68,20.00,629.00,No,
P387,interpolated,2,Block 2,85.0595016,27.4226440,308176.81,3034744.76,45,338.68,20.00,629.00,No,
P388,interpolated,2,Block 2,85.0594279,27.4228115,308169.82,3034763.44,45,338.68,20.00,617.00,No,
P389,interpolated,2,Block 2,85.0593542,27.4229791,308162.82,3034782.12,45,338.68,20.00,619.00,No,
P390,interpolated,2,Block 2,85.0592805,27.4231466,308155.82,3034800.79,45,338.68,20.00,619.00,No,
P391,interpolated,2,Block 2,85.0592069,27.4233142,308148.83,3034819.48,45,338.68,20.00,620.00,No,
P392,interpolated,2,Block 2,85.0591332,27.4234818,308141.84,3034838.16,45,338.68,20.00,620.00,No,
P393,interpolated,2,Block 2,85.0590595,27.4236493,308134.84,3034856.83,45,338.68,20.00,620.00,No,
P394,interpolated,2,Block 2,85.0589858,27.4238169,308127.84,3034875.52,45,338.68,20.00,624.00,No,
P395,interpolated,2,Block 2,85.0589122,27.4239844,308120.85,3034894.19,45,338.68,20.00,620.00,No,
P396,interpolated,2,Block 2,85.0588385,27.4241520,308113.86,3034912.88,45,338.68,20.00,633.00,No,
P397,interpolated,2,Block 2,85.0587648,27.4243195,308106.86,3034931.55,45,338.68,20.00,650.00,No,
P398,interpolated,2,Block 2,85.0586911,27.4244871,308099.86,3034950.23,45,338.68,20.00,650.00,No,
P399,interpolated,2,Block 2,85.0586174,27.4246546,308092.86,3034968.91,45,338.68,20.00,651.00,No,
P400,interpolated,2,Block 2,85.0585438,27.4248222,308085.88,3034987.59,45,338.68,20.00,651.00,No,
P401,interpolated,2,Block 2,85.0584701,27.4249897,308078.88,3035006.26,45,338.68,20.00,655.00,No,
P402,interpolated,2,Block 2,85.0583964,27.4251573,308071.88,3035024.95,45,338.68,20.00,653.00,No,
P403,interpolated,2,Block 2,85.0583227,27.4253249,308064.89,3035043.63,45,338.68,20.00,653.00,No,
P404,interpolated,2,Block 2,85.0582491,27.4254924,308057.90,3035062.30,45,338.68,20.00,662.00,No,
P405,interpolated,2,Block 2,85.0581754,27.4256600,308050.90,3035080.99,45,338.68,20.00,674.00,No,
P406,interpolated,2,Block 2,85.0581017,27.4258275,308043.91,3035099.66,45,338.68,20.00,661.00,No,
P407,interpolated,2,Block 2,85.0580280,27.4259951,308036.91,3035118.35,45,338.68,20.00,677.00,No,
P408,interpolated,2,Block 2,85.0579543,27.4261626,308029.91,3035137.02,45,338.68,20.00,677.00,No,
P409,interpolated,2,Block 2,85.0578807,27.4263302,308022.92,3035155.70,45,338.68,20.00,672.00,No,
P410,interpolated,2,Block 2,85.0578070,27.4264977,308015.93,3035174.38,45,338.68,20.00,684.00,No,
P411,interpolated,2,Block 2,85.0577333,27.4266653,308008.93,3035193.06,45,338.68,20.00,684.00,No,
P412,interpolated,2,Block 2,85.0576596,27.4268328,308001.94,3035211.74,45,338.68,20.00,697.00,No,
P413,interpolated,2,Block 2,85.0575859,27.4270004,307994.94,3035230.42,45,338.68,20.00,693.00,No,
P414,interpolated,2,Block 2,85.0575122,27.4271680,307987.94,3035249.10,45,338.68,20.00,702.00,No,
P415,interpolated,2,Block 2,85.0574386,27.4273355,307980.96,3035267.78,45,338.68,3.59,711.00,No,
P416,vertex,2,Block 2,85.0574253,27.4273656,307979.69,3035271.13,45,142.04,20.00,711.00,No,
P417,interpolated,,,85.0575500,27.4272238,307991.78,3035255.23,45,142.04,20.00,702.00,No,
P418,interpolated,,,85.0576746,27.4270820,308003.85,3035239.32,45,142.04,20.00,701.00,No,
P419,interpolated,,,85.0577993,27.4269402,308015.93,3035223.42,45,142.04,20.00,697.00,No,
P420,interpolated,2,Block 2,85.0579239,27.4267983,308028.01,3035207.50,45,142.04,20.00,696.00,No,
P421,interpolated,2,Block 2,85.0580485,27.4266565,308040.08,3035191.60,45,142.04,20.00,692.00,No,
P422,interpolated,,,85.0581732,27.4265147,308052.16,3035175.70,45,142.04,20.00,698.00,No,
P423,interpolated,2,Block 2,85.0582978,27.4263729,308064.24,3035159.79,45,142.04,20.00,695.00,No,
P424,interpolated,,,85.0584225,27.4262311,308076.32,3035143.89,45,142.04,20.00,690.00,No,
P425,interpolated,,,85.0585471,27.4260893,308088.40,3035127.98,45,142.04,15.69,689.00,No,
P426,vertex,2,Block 2,85.0586449,27.4259780,308097.87,3035115.50,45,146.32,20.00,689.00,No,
P427,interpolated,,,85.0587573,27.4258284,308108.73,3035098.75,45,146.32,20.00,692.00,No,
P428,interpolated,,,85.0588696,27.4256787,308119.57,3035081.99,45,146.32,20.00,692.00,No,
P429,interpolated,,,85.0589820,27.4255290,308130.43,3035065.23,45,146.32,20.00,697.00,No,
P430,interpolated,,,85.0590944,27.4253793,308141.28,3035048.47,45,146.32,20.00,689.00,No,
P431,interpolated,2,Block 2,85.0592067,27.4252296,308152.12,3035031.71,45,146.32,20.00,689.00,No,
P432,interpolated,,,85.0593191,27.4250800,308162.98,3035014.96,45,146.32,20.00,685.00,No,
P433,interpolated,2,Block 2,85.0594314,27.4249303,308173.82,3034998.20,45,146.32,20.00,685.00,No,
P434,interpolated,2,Block 2,85.0595438,27.4247806,308184.68,3034981.44,45,146.32,20.00,678.00,No,
P435,interpolated,,,85.0596562,27.4246309,308195.53,3034964.68,45,146.32,9.92,678.00,No,
P436,vertex,,,85.0597119,27.4245567,308200.91,3034956.37,45,169.39,20.00,667.00,No,
P437,interpolated,2,Block 2,85.0597492,27.4243799,308204.29,3034936.72,45,169.39,20.00,667.00,No,
P438,interpolated,2,Block 2,85.0597865,27.4242031,308207.68,3034917.08,45,169.39,20.00,660.00,No,
P439,interpolated,2,Block 2,85.0598238,27.4240263,308211.06,3034897.43,45,169.39,20.00,657.00,No,
P440,interpolated,2,Block 2,85.0598611,27.4238495,308214.44,3034877.78,45,169.39,20.00,657.00,No,
P441,interpolated,,,85.0598984,27.4236727,308217.82,3034858.13,45,169.39,20.00,653.00,No,
P442,interpolated,,,85.0599357,27.4234959,308221.21,3034838.48,45,169.39,20.00,646.00,No,
P443,interpolated,,,85.0599730,27.4233191,308224.59,3034818.84,45,169.39,20.00,646.00,No,
P444,interpolated,,,85.0600103,27.4231423,308227.97,3034799.19,45,169.39,20.00,641.00,No,
P445,interpolated,,,85.0600476,27.4229655,308231.35,3034779.54,45,169.39,3.74,642.00,No,
P446,vertex,,,85.0600546,27.4229325,308231.99,3034775.88,45,157.32,20.00,637.00,No,
P447,interpolated,2,Block 2,85.0601327,27.4227665,308239.42,3034757.36,45,157.32,20.00,637.00,No,
P448,interpolated,2,Block 2,85.0602108,27.4226006,308246.86,3034738.86,45,157.32,20.00,638.00,No,
P449,interpolated,,,85.0602890,27.4224346,308254.30,3034720.34,45,157.32,20.00,638.00,No,
P450,interpolated,2,Block 2,85.0603671,27.4222686,308261.74,3034701.83,45,157.32,20.00,637.00,No,
P451,interpolated,2,Block 2,85.0604452,27.4221027,308269.17,3034683.33,45,157.32,20.00,638.00,No,
P452,interpolated,,,85.0605234,27.4219367,308276.62,3034664.82,45,157.32,20.00,638.00,No,
P453,interpolated,,,85.0606015,27.4217708,308284.06,3034646.31,45,157.32,20.00,635.00,No,
P454,interpolated,2,Block 2,85.0606796,27.4216048,308291.49,3034627.80,45,157.32,20.00,635.00,No,
P455,interpolated,,,85.0607578,27.4214389,308298.94,3034609.30,45,157.32,20.00,635.00,No,
P456,interpolated,2,Block 2,85.0608359,27.4212729,308306.37,3034590.78,45,157.32,20.00,631.00,No,
P457,interpolated,2,Block 2,85.0609140,27.4211070,308313.81,3034572.28,45,157.32,4.30,626.00,No,
P458,vertex,2,Block 2,85.0609308,27.4210713,308315.41,3034568.30,45,129.49,20.00,622.00,No,
P459,interpolated,2,Block 2,85.0610872,27.4209569,308330.67,3034555.38,45,129.49,20.00,622.00,No,
P460,interpolated,2,Block 2,85.0612436,27.4208425,308345.94,3034542.46,45,129.49,20.00,622.00,No,
P461,interpolated,,,85.0614000,27.4207282,308361.21,3034529.56,45,129.49,20.00,616.00,No,
P462,interpolated,,,85.0615564,27.4206138,308376.47,3034516.64,45,129.49,20.00,616.00,No,
P463,interpolated,,,85.0617128,27.4204994,308391.74,3034503.72,45,129.49,20.00,613.00,No,
P464,interpolated,,,85.0618691,27.4203851,308407.00,3034490.82,45,129.49,20.00,613.00,No,
P465,interpolated,,,85.0620255,27.4202707,308422.26,3034477.90,45,129.49,20.00,619.00,No,
P466,interpolated,2,Block 2,85.0621819,27.4201563,308437.53,3034464.99,45,129.49,5.72,611.00,No,
P467,vertex,2,Block 2,85.0622266,27.4201236,308441.89,3034461.29,45,145.02,20.00,622.00,No,
P468,interpolated,2,Block 2,85.0623428,27.4199762,308453.13,3034444.78,45,145.02,20.00,622.00,No,
P469,interpolated,2,Block 2,85.0624589,27.4198288,308464.35,3034428.27,45,145.02,20.00,622.00,No,
P470,interpolated,,,85.0625751,27.4196815,308475.59,3034411.77,45,145.02,20.00,621.00,No,
P471,interpolated,,,85.0626913,27.4195341,308486.82,3034395.26,45,145.02,20.00,621.00,No,
P472,interpolated,2,Block 2,85.0628074,27.4193867,308498.05,3034378.75,45,145.02,20.00,618.00,No,
P473,interpolated,2,Block 2,85.0629236,27.4192393,308509.28,3034362.24,45,145.02,20.00,618.00,No,
P474,interpolated,,,85.0630398,27.4190920,308520.52,3034345.74,45,145.02,20.00,622.00,No,
P475,interpolated,,,85.0631559,27.4189446,308531.74,3034329.23,45,145.02,20.00,622.00,No,
P476,interpolated,,,85.0632721,27.4187972,308542.98,3034312.72,45,145.02,15.82,624.00,No,
P477,vertex,,,85.0633640,27.4186806,308551.87,3034299.65,45,259.17,20.00,624.00,No,
P478,interpolated,1,Block 1,85.0631649,27.4186468,308532.12,3034296.22,45,259.17,7.82,615.00,No,
P479,vertex,1,Block 1,85.0630871,27.4186336,308524.41,3034294.87,45,267.41,20.00,615.00,No,
P480,interpolated,1,Block 1,85.0628847,27.4186255,308504.38,3034294.29,45,267.41,11.87,608.00,No,
P481,vertex,2,Block 2,85.0627646,27.4186207,308492.50,3034293.94,45,271.92,20.00,608.00,No,
P482,interpolated,1,Block 1,85.0625621,27.4186267,308472.48,3034294.92,45,271.92,20.00,601.00,No,
P483,interpolated,2,Block 2,85.0623595,27.4186328,308452.46,3034295.90,45,271.92,3.43,593.00,No,
P484,vertex,1,Block 1,85.0623248,27.4186338,308449.03,3034296.07,45,272.88,20.00,593.00,No,
P485,interpolated,1,Block 1,85.0621225,27.4186428,308429.04,3034297.38,45,272.88,8.98,585.00,No,
P486,vertex,2,Block 2,85.0620316,27.4186469,308420.06,3034297.97,45,283.51,20.00,585.00,No,
P487,interpolated,2,Block 2,85.0618346,27.4186889,308400.66,3034302.93,45,283.51,17.20,584.00,No,
P488,vertex,1,Block 1,85.0616651,27.4187250,308383.96,3034307.19,45,278.89,20.00,584.00,No,
P489,interpolated,1,Block 1,85.0614650,27.4187528,308364.22,3034310.58,45,278.89,20.00,579.00,No,
P490,interpolated,1,Block 1,85.0612648,27.4187806,308344.47,3034313.97,45,278.89,6.87,570.00,No,
P491,vertex,2,Block 2,85.0611960,27.4187902,308337.69,3034315.14,45,248.21,20.00,570.00,No,
P492,interpolated,1,Block 1,85.0610079,27.4187234,308318.97,3034308.03,45,248.21,18.96,570.00,No,
P493,vertex,1,Block 1,85.0608295,27.4186601,308301.22,3034301.29,45,222.72,20.00,564.00,No,
P494,interpolated,2,Block 2,85.0606920,27.4185280,308287.40,3034286.86,45,222.72,20.00,558.00,No,
P495,interpolated,1,Block 1,85.0605546,27.4183959,308273.59,3034272.44,45,222.72,11.20,548.00,No,
P496,vertex,2,Block 2,85.0604776,27.4183219,308265.84,3034264.36,45,230.45,20.00,532.00,No,
P497,interpolated,2,Block 2,85.0603213,27.4182074,308250.19,3034251.91,45,230.45,20.00,532.00,No,
P498,interpolated,1,Block 1,85.0601651,27.4180928,308234.55,3034239.45,45,230.45,3.17,520.00,No,
P499,vertex,2,Block 2,85.0601403,27.4180747,308232.07,3034237.49,45,256.52,20.00,520.00,No,
P500,interpolated,2,Block 2,85.0599433,27.4180328,308212.52,3034233.15,45,256.52,17.20,517.00,No,
P501,vertex,2,Block 2,85.0597738,27.4179967,308195.69,3034229.41,45,222.41,20.00,517.00,No,
P502,interpolated,1,Block 1,85.0596372,27.4178639,308181.96,3034214.90,45,222.41,20.00,512.00,No,
P503,interpolated,2,Block 2,85.0595005,27.4177311,308168.21,3034200.40,45,222.41,5.07,511.00,No,
P504,vertex,2,Block 2,85.0594659,27.4176975,308164.73,3034196.73,45,210.66,20.00,508.00,No,
P505,interpolated,1,Block 1,85.0593626,27.4175427,308154.25,3034179.74,45,210.66,20.00,508.00,No,
P506,interpolated,2,Block 2,85.0592592,27.4173880,308143.76,3034162.76,45,210.66,5.41,508.00,No,
P507,vertex,1,Block 1,85.0592313,27.4173461,308140.93,3034158.16,45,201.38,20.00,508.00,No,
P508,interpolated,2,Block 2,85.0591574,27.4171787,308133.33,3034139.72,45,201.38,15.74,506.00,No,
P509,vertex,1,Block 1,85.0590993,27.4170469,308127.36,3034125.21,45,240.27,20.00,506.00,No,
P510,interpolated,2,Block 2,85.0589233,27.4169577,308109.80,3034115.60,45,240.27,20.00,501.00,No,
P511,interpolated,1,Block 1,85.0587473,27.4168684,308092.24,3034105.97,45,240.27,6.66,501.00,No,
P512,vertex,1,Block 1,85.0586887,27.4168387,308086.40,3034102.77,45,246.38,20.00,496.00,No,
P513,interpolated,2,Block 2,85.0585031,27.4167667,308067.92,3034095.08,45,246.38,20.00,496.00,No,
P514,interpolated,1,Block 1,85.0583174,27.4166946,308049.43,3034087.38,45,246.38,10.54,485.00,No,
P515,vertex,1,Block 1,85.0582196,27.4166566,308039.70,3034083.32,45,268.16,20.00,485.00,No,
P516,interpolated,2,Block 2,85.0580171,27.4166509,308019.66,3034083.00,45,268.16,20.00,484.00,No,
P517,interpolated,1,Block 1,85.0578145,27.4166451,307999.62,3034082.67,45,268.16,4.88,482.00,No,
P518,vertex,1,Block 1,85.0577651,27.4166437,307994.73,3034082.59,45,243.45,20.00,482.00,No,
P519,interpolated,1,Block 1,85.0575839,27.4165633,307976.68,3034073.96,45,243.45,20.00,477.00,No,
P520,interpolated,2,Block 2,85.0574026,27.4164829,307958.61,3034065.34,45,243.45,18.24,471.00,No,
P521,vertex,2,Block 2,85.0572373,27.4164096,307942.14,3034057.47,45,243.45,20.00,463.00,No,
P522,interpolated,2,Block 2,85.0570561,27.4163292,307924.08,3034048.84,45,243.45,1.57,456.00,No,
P523,vertex,2,Block 2,85.0570419,27.4163229,307922.67,3034048.16,45,348.02,20.00,456.00,No,
P524,interpolated,,,85.0569998,27.4164988,307918.81,3034067.72,45,348.02,11.33,461.00,No,
